icao,name
SWKZ,Brasnorte - Fazenda Cerejal
SWLA,Juina - Fazenda Amalia
SWLB,Labrea
SWLC,Rio Verde - Leite De Castro
SWLD,Januaria - Porto Cajueiro
SWLE,Pontes E Lacerda
SWLF,Sao Jose Dos Quatro Marcos - Dona Laura
SWLG,Ribeirao Cascalheira - Recanto
SWLI,Barao De Melgaco - Fazenda Liberdade
SWLK,Juara - Conceicao
SWLM,Vila Bela Da Santissima Trindade - Fazenda Excalibur
SWLN,Sapezal - Fazenda Franciosi
SWLP,Aripuana - Fazenda Rosa Paralelo
SWLR,Pontes E Lacerda - Miura
SWLT,Marcelandia - Tatiana
SWLV,Santo Antonio Do Leverger Apt
SWMA,Barreiras - Agricola Fulanete
SWMB,Goiatuba - Fazenda Marimbondo
SWMC,Luis Antonio - Capao Da Cruz
SWME,Mineiros
SWMG,Monte Alegre De Goias - Fazenda Caraibas
SWMH,Itapirapua - Fazenda Bom Pastor
SWMJ,Corumba - Pousada Xaraes
SWMK,Sao Gabriel Da Cachoeira - Maturaca
SWML,Monte Alegre De Goias
SWMM,Aripuana - Buritizal
SWMN,Matrincha - Fazenda Forquilha
SWMO,Itiquira - Maria Jose
SWMQ,Aripuana - Fazenda Muiraquita
SWMR,Morro Redondo
SWMT,Nova Ubirata - Centro Da Mata
SWMU,Boa Vista - Sumuru
SWMV,Mucajai - Paa-Piu
SWMW,Maues
SWMX,Morrinhos
SWMY,Barra Do Garcas - Missu
SWMZ,Rondonopolis - Estancia Aeronaldo
SWNA,Novo Aripuana
SWNB,Nobres
SWNC,Nova Bandeirantes - Fazenda Procomp
SWNF,Colider - Agropecuaria Tratex
SWNG,Sorriso - Nossa Senhora
SWNH,Aruana
SWNI,Ariquemes - Nova Vida
SWNJ,Novo Sao Joaquim - Fazenda Itaquere
SWNK,Boca Do Acre - Novo Campo
SWNL,Lambari D`Oeste - Aracatuba
SWNM,Normandia
SWNN,Canta - Novo Intento
SWNO,Nova Olinda Do Norte
SWNQ,Niquelandia
SWNR,Nortelandia
SWNS,Anapolis
SWNT,Cacu - Antonio
SWNV,Goiania - Aviacao
SWNW,Nobres - Fazenda Tuiuiu
SWNX,Santo Antonio Do Leste - Independencia
SWOA,Goianira - Arnapar
SWOB,Fonte Boa
SWOC,Caracol - Sao Bento
SWOE,Caceres - Duas Lagoas
SWOF,Boa Vista - Ouro Fino
SWOG,Sao Jose Do Rio Claro - Fazenda Itaipu
SWOI,Juara Apt
SWOJ,Brasnorte - Nova Alvorada
SWOK,Itiquira - Fazenda Pontal
SWOL,Barra Do Garcas - Fazenda Roncador
SWOM,Novo Sao Joaquim - Salto Bello Ii
SWOO,Britania - Tres Marias
SWOP,Nova Monte Verde - Agropecuaria Embu
SWOQ,Luziania - Fazenda Surucucu
SWOR,Britania - Colorado
SWOS,Goianesia - Tapajos
SWOT,Sapezal - Fazenda Planorte
SWOV,Itiquira - Retiro Arrombadinho
SWOW,Moura
SWOX,Nossa Senhora Do Livramento - Estancia Barbosa
SWOY,Pontal Do Araguaia - Fazenda Duas Barras
SWOZ,Campo Verde - Antonio
SWPA,Pedro Afonso
SWPB,Costa Marques - Da Beira
SWPC,Sao Gabriel Da Cachoeira Apt
SWPD,Canta - Pouso Da Aguia
SWPE,Carlinda - Fazenda Lagoa Da
SWPG,Porto Dos Gauchos
SWPH,Barra Do Garcas - Paulo Abreu
SWPI,Parintins
SWPJ,Pontal Do Araguaia - Fazenda Sao Caetano
SWPK,Pocone
SWPL,Chapada Dos Guimaraes - Leonardo Vilas Boas
SWPM,Pimenta Bueno
SWPN,Parana Apt
SWPO,Santa Terezinha - Amazonia
SWPP,Mozarlandia - Fazenda Pica-Pau
SWPQ,Porto Alegre Do Norte - Fazenda Piraguassu
SWPR,Pires Do Rio
SWPS,Diamantino - Porto Sao Sebastiao
SWPT,Sinop - Fazenda Piratinga
SWPV,Brasilia - Planaltina
SWPW,Barao De Melgaco - Pouso Da Garca
SWPY,Primavera Do Leste
SWPZ,Posse - Oricanga De Abreu
SWQE,Sao Gabriel Da Cachoeira - Querari
SWQG,Maracaju - Fazenda Sossego
SWQH,Aripuana - Agropecuaria Nova Santana
SWQI,Caracarai
SWQJ,Campos De Julio
SWQK,Pedra Lavrada
SWQL,Doverlandia - Tres Companheiros
SWQM,Acorizal - Fazenda Boa Vista
SWQP,Junqueiropolis - Alcool
SWQQ,Camapua - Fazenda Fundao Alegre
SWQR,Boa Vista - Estancia Norteagro
SWQT,Aripuana - Fazenda Cotriguacu
SWQU,Vila Bela Da Santissima Trindade - Fazenda Guapore
SWQV,Porto Esperidiao - Maristela
SWQW,Alta Floresta - Bacaeri
SWQX,Monte Alegre De Goias - Fazenda Barro Preto
SWQZ,Ribas Do Rio Pardo - Fazenda Quatro Irmaos
SWRA,Arraias
SWRB,Barra Do Bugres Apt
SWRC,Ribeirao Cascalheira - Fazenda Sevilha
SWRD,Rondonopolis
SWRF,Brasnorte - Fazenda Toloza
SWRG,Guajara-Mirim - Tereza
SWRI,Querencia - Fazenda Roncador I
SWRJ,Rosario Oeste - Fazenda Panflora
SWRK,Swrk
SWRL,Corumbiara - Pouso Redondo
SWRM,Santo Antonio Do Descoberto
SWRO,Porto Velho Apt
SWRP,Aripuana
SWRR,Planalto Da Serra Apt
SWRS,Rondonopolis - Santa Monica
SWRT,Santa Rita Do Araguaia Apt
SWRU,Tesouro - Meruri
SWRV,Diamantino - Verde
SWRW,Mirassol D`Oeste - Santa Alice
SWRX,Vila Bela Da Santissima Trindade - Santa Cruz
SWRY,Porto Estrela - Santa Maria
SWRZ,Nortelandia - Fazenda Arrossensal
SWSA,Diamantino - Sao Joao
SWSB,Araguaiana - Fazenda Sabia
SWSC,Sao Felix Do Araguaia - Santa Cruz
SWSD,Araguaiana - Antonio
SWSF,Vila Bela Da Santissima Trindade - Sao Francisco
SWSG,Campos De Julio - Fazenda Simarelli
SWSH,Alta Floresta - Sao Raimundo Ii
SWSI,Sinop - Presidente Joao Batista
SWSK,Boa Vista - Fazenda Sao Marco
SWSM,Lambari D`Oeste - Santa Maria
SWSN,Swsn
SWSP,Paranatinga - Norte
SWSQ,Sao Gabriel Da Cachoeira Apt
SWSR,Sertania Apt
SWSS,Vila Bela Da Santissima Trindade - Silmar
SWST,Santa Terezinha
SWSU,Ribeirao Cascalheira - Santa Juliana
SWSV,Cocalinho - Santa Silvia
SWSX,Sena Mafureira - Seringal
SWSY,Vila Bela Da Santissima Trindade - Sao Simao
SWSZ,Nova Bandeirantes - Fazenda Santa Luzia
SWTA,Araputanga - Santa Marcia
SWTB,Ariquemes - Tabajara
SWTC,Tocantinia
SWTD,Agua Boa - Setembro
SWTE,Diamantino - Fazenda Trescinco
SWTH,Alta Floresta - Fazenda Trescinco Juruena
SWTI,Nova Lacerda - Sao Vicente
SWTJ,Tangara Da Serra - Fazenda Cachoeira
SWTK,Vila Bela Da Santissima Trindade - Santa Maria
SWTL,Pimenta Bueno - Fazenda Corumbiara
SWTN,Araputanga - Fazenda Arapucel
SWTO,Paraiso Do Tocantins
SWTP,Santa Isabel Do Rio Negro - Tapuruquara
SWTQ,Rio Quente
SWTR,Sao Gabriel Da Cachoeira - Taraqua
SWTS,Tangara Da Serra
SWTU,Sapezal - Fazenda Tucunare
SWTV,Salto Do Ceu - Fazenda Rio Preto
SWTW,Pontes E Lacerda - Sao Lucas
SWTX,Torixoreu - Fazenda Olho D`Agua
SWTY,Taguatinga
SWUA,Sao Miguel Do Araguaia
SWUB,Pontes E Lacerda - Fazenda Serra Alegre
SWUC,Luciara
SWUE,Nova Canaa Do Norte - Fazenda Tapayuna
SWUI,Pauini
SWUJ,Vera - Tagua Agropecuaria
SWUK,Sao Gabriel Da Cachoeira Apt
SWUL,Ananas - Fazenda Furna Azul
SWUM,Comodoro - Fazenda Rancho Novo
SWUN,Nova Monte Verde - Santa Eunice
SWUP,Uirapuru
SWUQ,Alto Alegre - Surucucu
SWUR,Palmeira Do Piaui - Fazenda Vista Verde
SWUS,Campo Novo Do Parecis - Sao Benedito
SWUT,Campo Novo Do Parecis - Lavoura Fazenda
SWUU,Sinop - Fazenda Uirapuru
SWUW,Alto Paraguai - Ii
SWUY,Coari - Urucu
SWUZ,Luziania - Brigadeiro
SWVB,Vila Bela Da Santissima Trindade
SWVC,Vila Rica
SWVD,Serranopolis - Fazenda Rio Verde
SWVE,Bujari - Fazenda Vista Alegre
SWVF,Vila Bela Da Santissima Trindade - Sto Antonio Guapore
SWVH,Alta Floresta - Fazenda Vaca Branca
SWVI,Sao Valerio - Fazenda Pirassununga
SWVJ,Nova Mutum - Fazenda Uiapuru
SWVK,Nova Ubirata - Celeste
SWVL,Santo Antonio Do Leverger - Fazenda Vertente
SWVN,Comodoro - Valdir Masutti
SWVO,Claudia - Panorama
SWVP,Cutias - Santa Isabel
SWVR,Sinop - Estancia Rosalia
SWVS,Vila Bela Da Santissima Trindade - Sto Antonio
SWVT,Querencia - Estrela D`Alva
SWVU,Rio Brilhante - Fazenda Ramalhete
SWVV,Vila Bela Da Santissima Trindade - Fazenda Esperanca
SWVY,Corumba - Carvalho
SWVZ,Nobres - Ltda
SWWA,Porangatu
SWWB,Claudia - Fazenda Rio Azul
SWWD,Barcelos - Bais
SWWF,Caceres - Hotel Baiazinha
SWWG,Quirinopolis - Fazenda Canamari
SWWI,General Carneiro - Fazenda Fortaleza
SWWJ,Barao De Melgaco Apt
SWWK,Urucara
SWWL,Barra Do Garcas - Fazenda Agrocentro
SWWM,Mantena - Fazenda Pupila
SWWN,Alta Floresta - Fazenda Santa Amalia
SWWT,Morada Nova De Minas Apt
SWWU,Uruacu
SWWV,Barao De Melgaco Apt
SWWW,Barao De Melgaco Apt
SWWX,Barao De Melgaco Apt
SWWY,Barao De Melgaco Apt
SWWZ,Cascavel - Darinha
SWXA,Jussara - Fazenda Canadazinho
SWXC,Cerejeiras - Fazenda Tropical
SWXD,Itapolis - Aerogardi
SWXG,Barra Do Garcas - Xingu
SWXH,Sao Desiderio Apt
SWXJ,Cuiaba - Chacara Sao Jose
SWXK,Sao Jose Do Rio Claro Apt
SWXL,Sandolandia - Fazenda Lago Grande
SWXM,Matupa - Villas Boas
SWXO,Sao Felix Do Xingu - Porto Seguro
SWXP,Sapezal - Fazenda Santa Luzia
SWXR,Porto Esperidiao - Faria
SWXS,Pontes E Lacerda - Sao Joao
SWXT,Vila Bela Da Santissima Trindade - Medalha Milagrosa
SWXU,Xapuri
SWXV,Nova Xavantina Apt
SWXW,Pontes E Lacerda - Sao Joao
SWXY,Santa Terezinha - Fazenda Transoeste
SWXZ,Comodoro - Fazenda Taquarussu
SWYA,Jaciara - Nossa Senhora
SWYC,Mirassol D`Oeste - Jair Feliciano De
SWYG,Aracruz - Sao Jose
SWYH,Araputanga - Fazenda Alianca
SWYI,Dianopolis - Barragem Manoel Alves
SWYJ,Novo Progresso - Agropecuaria Fr Ltda
SWYK,Pocone - Fazenda Ilha Camargo
SWYM,Pontes E Lacerda - Fazenda Anhanguera
SWYN,Apui - Prainha
SWYO,Adamantina - Usina Branco Peres
SWYP,Nova Mutum - Fazenda Ribeiro
SWYQ,Sinop - Nova Fronteira
SWYR,Jauru - Nossa Senhora
SWYT,Novo Acordo - Fazenda Formosa
SWYU,Aruana - Entre Rios
SWYV,Ibira
SWYW,Alto Garcas - Adriana
SWYY,Nova Xavantina Apt
SWZA,Juara - Agrosan
SWZB,Barao De Melgaco - Arara Azul
SWZC,Porto Esperidiao - Fazenda Corixo
SWZD,Jandaia - Destilaria
SWZE,Pontes E Lacerda - Fazenda Tamboril
SWZF,Araputanga - Fazenda Araguari
SWZG,Porto Esperidiao - Fazenda Lagoa Encantada
SWZH,Acreuna - Fazenda Cacapava
SWZJ,Crixas - Sao Joao
SWZL,Itambacuri - Fazenda Americana
SWZM,Sao Simao
SWZN,Acreuna - Fazenda Frances
SWZO,Campo Verde - Fazenda Lagoa Funda
SWZP,Guiratinga - Vale Rico
SWZQ,Jussara Apt
SWZR,Itapirapua - Santa Rita
SWZS,Caceres - Nova Larga
SWZT,Paraopeba - Fazenda Do Brejo
SWZU,Ivinhema - Fazenda Rodoserv I
SWZV,Bela Vista - Fazenda Rodoserv Iii
SWZW,Sao Jose Do Xingu Apt
SWZY,Brasnorte - Fazenda Sete Estrelas
SXP,Nunam Iqua
SYAH,Aishalton
SYAN,Annai
SYAP,Apoteri
SYAW,Awaruwaunau
SYBE,Bemichi
SYBR,Baramita
SYBT,Bartica
SYCJ,Georgetown - Cheddi Jagan
SYEB,Ebini
SYGO,Ogle
SYIB,Imbaimadai
SYKA,Syka
SYKK,Kurukabaru
SYKM,Kamarang
SYKR,Karanambo
SYKS,Karasabai
SYKT,Kato
SYKW,Kwakwani
SYKZ,Sykz
SYLD,Linden
SYLP,Lumid Pau
SYLT,Lethem
SYMB,Mabaruma
SYMD,Mahdia
SYMK,Symk
SYMM,Monkey Mountain
SYMN,Manari
SYMP,Mountain Point
SYMR,Matthews Ridge
SYMW,Marurawana
SYNA,New Amsterdam
SYOR,Orinduik
SYPR,Paruma
SYSC,Sysc
SYWI,Wichabai
T00,Anahuac - Chambers County
T03,Tuba City
T05,Port Mansfield - Charles R Johnson
T12,Kirbyville
T13,Palmer - Dallas
T14,Quinlan - Rockin M
T15,Marlin
T16,Reserve
T19,Freer - Duval
T20,Gonzales - Roger M Dreyer
T23,Albany Muni
T24,Pineland
T25,Frankston - Aero Estates
T26,Louise - Flying V Ranch
T27,New Windsor - Independent
T28,Slidell - Cain
T29,Whitesboro - Flying H Ranch
T30,Pearsall - Mc Kinley
T31,Mc Kinney - Aero Country
T32,Collinsville - Sudden Stop
T34,Dickinson - Talon Air
T35,Cameron Muni
T36,Tylertown - Paul Pittman Meml
T37,Goldthwaite
T38,Bolivar - Bar V K
T39,Archer City
T41,La Porte Muni
T42,Ruth
T44,Kodiak - Trident Basin
T45,Panhandle
T47,Howe - Finney
T48,Rockwall - Poetry Flying Ranch
T50,Menard
T51,Houston - Dan Jones
T54,Rosenberg - Lane
T55,Dimmitt
T56,Midlothian - Eagle'S Nest Estates
T57,Garland
T58,Sanger - Ironhead
T59,Wheeler
T60,Aspermont - Stonewall County
T66,Wasilla - Visnaw Lake
T67,Fort Worth - Hicks
T69,Sinton
T70,Laughlin Aux Nr 1 Afb
T71,Cuero Muni
T73,Lancaster - Kirk Air
T74,Taylor Muni
T76,Rhome
T78,Liberty Muni
T79,Pearland - Skyway Manor
T80,Celina - Bishop'S Landing
T82,Fredericksburg - Gillespie County
T85,Yoakum Muni
T87,Sanger - Flying C
T88,Colorado City
T89,Lajitas
T90,Winnie/Stowell
T92,Mason County
T93,Follett
T94,San Antonio - Twin-Oaks
T95,League City - Bay Electric Supply
T96,Wolfforth - Southwest Lubbock
TA00,Sweetwater - Rafter P
TA01,Alvarado - Phillips Farm
TA02,Rhome - Howard
TA03,Galveston Helicopter
TA04,Waco - Sheriff Department
TA05,Corsicana - Anxiety Aerodrome
TA06,Cumby - Morris Manor
TA07,Dayton - Jet Ag Inc
TA08,Floyd - Flying M
TA10,Kingsville Christus
TA11,Midlothian - Tsa
TA12,Waller - Flying B Ranch
TA13,Texline - Nebtex Land Company
TA14,Channelview - Lyb
TA15,Columbus Community
TA16,Spur - Travis
TA17,Brenham - Live Oak Ranch
TA18,Forney - Sunset
TA19,Weatherford - Post Oak
TA20,Mc Cook - Bfs
TA21,Lewisville - Windmill Hill
TA22,Dripping Springs - Mirasol Hills
TA23,Marquez - Ranch
TA24,Mullin - Smoky Bend Ranch
TA25,Ranger - Cook Canyon Ranch
TA26,Maypearl - Coyote Crossing
TA27,Mineola - Alpha Whisky Airstrip
TA28,Raymondville - Scott
TA29,Alice Christus
TA30,Sante Fe - Old Forker
TA31,Brackettville - Tularosa
TA32,Mineral Wells - Upham
TA33,Rosharon - Meyer
TA34,Crystal City - Flying G
TA35,Glen Rose - Rancho Hielo Brazos
TA36,Beeville Christus
TA37,Ben Wheeler - Vaca Moo
TA38,Abilene - Hendrick Medical Center
TA39,Eagle Lake - Rice Medical Center
TA40,Atlanta Christus
TA41,El Paso - University Medical Center
TA42,Burton - Twisted T
TA43,Corrigan - Anderosa
TA44,Hebbronville - Puesta Del Sol
TA46,Kaufman - Baum
TA47,Krum - Richards
TA48,Argyle - Hawk Nest
TA49,Athens Christus
TA50,Larue - Wilkeys
TA51,Brock - Eagle
TA52,Barksdale - Flying Bull Ranch
TA53,Blanco - Rocky Top Ranch
TA54,Sterling City - Mccrea
TA55,Del Valle
TA56,Orange Grove - Floyd Ranch
TA57,Texas Valley
TA58,Cotulla - Rancho Encantado
TA59,Jacksboro - Flamingo
TA60,Fly Navy
TA61,Winona - Kay Ranch
TA62,Clint - Rancho San Lorenzo
TA63,Livingston Base
TA64,Marathon - Persimmon Gap Ranch
TA65,Palo Pinto - Sportsman'S World
TA66,Pipe Creek - Freedom Springs Ranch
TA67,Shallowater - Biggin Hill
TA68,Georgetown - Randys
TA69,Sunnyvale - Lupton Farms
TA70,Tennessee Colony - W J E
TA72,San Antonio - Methodist Westover Hills
TA73,Kerrville - Barclay'S Roost
TA74,Alvin - Ineos Cbw
TA75,Lexington - Cotton Patch
TA76,Goldthwaite - Flying 7H Ranch
TA77,Willis - Flyers Ridge
TA78,Hico - Putty Ranch
TA79,Lubbock - University Medical Center
TA80,Whitesboro - U U Ranch
TA81,Del Rio - Morning Star Ranch
TA82,Midway - Trinity
TA83,Victoria - The Oasis
TA84,Carrizo Springs - Miller Ranch
TA85,Seguin - Chips
TA86,Canton - Dennis'S Flying Farm
TA87,Boyd - Carter Norman
TA89,Mullin - Vaughan Ranch
TA90,Granbury - Doublewide Ranch
TA91,Childress Medical
TA92,Fort Worth - Hdc1
TA93,Sherman - Lm Ranch
TA94,Mesquite - Creech
TA95,Hartley - Central
TA97,Orchard - White Wing Ranch
TA98,Baytown - Chevron Chemical Company
TA99,Richardson Campbell
TAPA,St. George - V.C. Bird
TAPH,Codrington
TAPT,Coco Point
TBPB,Bridgetown - Grantley Adams
TCYT,Tcyt
TDCF,Canefield
TDPD,Marigot - Melville Hall
TE00,Aransas Pass - North Bay General
TE01,Centerville - Dillard Ranch
TE02,Dublin - Rivet Ranch
TE03,Huntsville Meml
TE04,Canadian - Split B Ranch
TE05,Perryton - Little B Farms
TE06,Leonard - Casey
TE07,Wharton - Center
TE08,Wingate - Flying W
TE09,Alvin - Minard Pegasus
TE10,Henrietta - Pierce
TE11,Fresno - Life Flight/Refuel
TE12,Round Mountain - Rescue
TE13,Castroville - Weiblen
TE14,Jonestown - Winns
TE15,Menard - Company
TE16,Parker - Cow Pasture
TE17,Robinson - Heathrow
TE18,Tyler - Mother Frances Hospital
TE19,Woodville - Tyler County Hospital
TE21,Bandera - Lobo Mountain Ranch
TE22,Texas Scottish
TE24,Sanger - Horseshoe Lake
TE25,Brackettville - Back Porch Ranch
TE26,Cambellton - Arrow 'S' Ranch
TE27,Catarina - Harrison Piloncillo Ranch
TE28,Deer Park Shell
TE29,Encinal - La Esperanza Ranch
TE30,Fort Worth - Harris Hospital
TE32,Laredo - Rancho Blanco
TE33,Mountain Home - Riata Ranch
TE34,Millsap - Reb Folbre'S Place
TE35,Walnut Springs - Fill Or Kill
TE36,Shiner - Gerum Farm
TE37,Sonora - Canyon Ranch
TE38,Goodrich - Loghouse Stol
TE39,Era - Bucker
TE40,Breckenridge - Caselman Ranch
TE41,Conroe - Center
TE42,Corpus Christi - D.F.C.H.
TE43,Dallas - System
TE44,Merit - R-Ranch Airstrip
TE45,Joshua - Buffalo Chips
TE46,Refugio - Meml Hospital
TE47,Rio Vista - Cross Wind Acres
TE48,Lampasas - Kings Ranch
TE49,Tomball - H S I
TE50,Milford - Hirok
TE51,Seguin - Lackorn
TE52,Cresson - Chigger
TE54,San Angelo - Wright
TE55,Liberty Dayton
TE56,Van Horn - Culberson Hospital
TE57,Hondo - Haass
TE58,Beeville - Trml D Ranch
TE59,Bulverde - Holler
TE60,New Braunfels - Hospital
TE61,Big Spring - Pad
TE62,Robstown - Airstrip
TE63,Tilden - Arrowhead Ranch
TE64,Yoakum Community
TE65,North Richland Hills - Nrh Fire Department
TE66,Mc Kinney - Lmc
TE67,New Berlin - Cibolo Sea-Willo
TE68,Pottsboro - Nuggs Flying M
TE69,Richmond - Center
TE70,Lockney - Bfs
TE71,Wallis - Ghsa Glideport
TE72,Bivins - Taylor
TE73,Winnie - Griffith Ranch
TE74,Point - Bucker
TE75,Lexington Airfield
TE76,Alvord - Vance Fld
TE77,Angleton - Farms
TE78,Camp Wood - Fossil Creek Ranch
TE80,Arlington Medical
TE81,Denton - Smither
TE82,Fate - 5-State
TE83,La Pryor - Westwind Ranch
TE84,Mc Gregor - Mockingbird Hill
TE85,Montgomery - Marmack
TE86,New Berlin - Heritage
TE87,Portland - Magee
TE88,Rosharon - Bb
TE89,Mirando City - Jacalon Ranch
TE90,Bandera - Flying L
TE91,Troup - Harrison Farm
TE92,Northlake - Hardeman Ranch
TE93,Weatherford - Staggs
TE94,Austin - Starflight Facility
TE95,El Paso - Rocky Point
TE96,Coupland - Crosswinds
TE97,Fredericksburg - Cameron Ranch
TE98,Pearsall - Frio
TE99,Peoria - Barnstormer
TF8,Chicago/Tinley Park
TFFA,Grande Anse - La Desirade
TFFB,Basse Terre - Baillif
TFFC,St-Francois
TFFF,Martinique
TFFG,Grand Case
TFFJ,Gustavia - Gustaf Iii
TFFM,Grand Bourg - Les Bases
TFFR,Pointe-A-Pitre Le Raizet
TFFS,Les Saintes - Terre-De-Haut
TGPY,Saint George'S - Point Salines
TGPZ,Carriacou Island - Lauriston
TIST,Charlotte Amalie - Cyril E King
TISX,Christiansted - Henry E Rohlsen
TJAB,Arecibo - Antonio/Nery/Juarbe Pol
TJBQ,Aguadilla - Rafael Hernandez
TJCP,Isla De Culebra - Benjamin Rivera Noriega
TJFA,Fajardo - Diego Jimenez Torres
TJIG,San Juan - Fernando Luis Ribas
TJMZ,Mayaguez - Hostos
TJPS,Ponce - Mercedita
TJRV,Ceiba - Torre
TJSJ,San Juan - Luis Munoz Marin
TJVQ,Isla De Vieques - Antonio Rivera Rodriguez
TKE,Tenakee Springs
TKPK,Basseterre - Robert L. Bradshaw
TKPN,Charlestown - Vance W. Amory
TLPC,Castries - George F. L.
TLPL,Vieux Fort - Hewanorra
TN00,Springfield - Northcrest Medical Center
TN01,Rosemark - Ray
TN02,Telford
TN03,Chattanooga - System
TN04,Bristol Rgnl Medical Center
TN05,Jackson Madison
TN06,Dyersburg - Ae75
TN07,Eagleville - Hawk Haven
TN08,Oliver Springs
TN09,Carthage - Bearhawks Den
TN10,Sharps Chapel - Lake View
TN11,Sneedville - Mountain Outlaw
TN12,Lewisburg - Hudgin Air
TN13,Sharps Chapel - Old Valley
TN14,Eagleville - T-Top
TN15,Shelbyville - Bedford Hospital
TN16,Huntingdon
TN17,Sweetwater - Vintage
TN18,Eads - Richardson Strip
TN19,Harriman - Roane Medical Center
TN20,Seymour Air
TN21,Hohenwald - Palmer Village-Napier Lake
TN22,Centerville - Services
TN23,Clarksville - Titan
TN24,Waynesboro - Wayne Medical Center
TN25,Memphis - Methodist Hospital
TN26,Lebanon - Tk Farm
TN27,Chapel Hill - Racecar
TN28,Memphis - Anderson Tully County
TN29,Memphis - Ltd
TN30,Niota - Cub Haven
TN31,Cookeville
TN32,Loudon
TN33,Tennessee & Ntl Guard Army
TN34,Nashville - St
TN35,Nashville - Center
TN36,Ripley - Flying I Ranch
TN37,Toone - Anderson
TN38,Woodbury - Stones River Hospital
TN39,Tullahoma - Amacher Strip
TN40,Jellico
TN41,Jonesborough - Ward Farms
TN42,Whitwell - Living
TN43,Memphis - Isle-A-Port
TN44,Lafollette - Deerfield Resort
TN45,Dunlap - Magic Valley
TN46,Paris - Center
TN47,Dandridge
TN48,Dresden - Turner
TN49,Lebanon - Bellwood
TN50,New Hope - Indian Hill Farm
TN51,Harriman - Natural Selection
TN52,Winchester - King
TN53,Clarksville - Parr Fld
TN54,Johnson City - Mountain View
TN56,Mayland - Carey
TN57,Johnson City - Air Trade Center
TN58,Brighton - Parsons
TN59,Arlington Bmh/Freestanding
TN60,Nashville - Wsmv-Tv
TN62,Franklin - Freaky Fast
TN64,Sweetwater - West
TN65,Murfreesburg - Long Meadow Airstrip
TN66,Pikeville - Austin
TN67,Estill Springs - Myers-Smith
TN68,Elmwood - River Runway
TN69,Germantown Methodist
TN70,Collierville - Burkeen
TN71,Lenoir City - Cox Farm
TN72,Waverly - Three Rivers Hospital
TN73,Murfreesboro - Ascension St Thomas
TN74,Lenoir City - Farm
TN75,Rutledge - Joppa
TN76,Paris - Mobley-Wood
TN77,Chapmansboro - Whifferdill
TN78,Soddy-Daisy
TN79,Nashville - Oakley
TN80,Cookeville - Schiff
TN81,Indian Mound - Rattlesnake Ridge
TN83,Murfreesboro - Cedar Glade Aerodrome
TN84,Nashville - Mc Gavock
TN85,Spencer - Hogue
TN86,Clarksville - Emergency Air Lift
TN87,Maryville - Montvale
TN88,Sparta - Hospital
TN89,Whitwell - Possum Bottom
TN90,Chattanooga - Mathews
TN91,Johnson City Medical
TN92,Nashville - Metrocenter
TN93,Clarksville - Gateway Medical Center
TN94,Knoxville - Robertson Farm
TN95,Ridgely
TN96,Lebanon - Fall Creek
TN97,Nashville - Triune
TN98,Knoxville - Sky Ranch
TN99,Memphis - Nelson Airfield
TNCA,Oranjestad - Queen Beatrix
TNCB,Kralendijk - Flamingo
TNCC,Willemstad - Hato
TNCE,Oranjestad - F D Roosevelt
TNCM,Philipsburg - Princess Juliana
TNCS,Saba - Juancho E. Yrausquin
TPO,Port Alsworth
TQPF,The Valley - Clayton J Lloyd
TRPG,Gerald'S Park - John A. Osborne
TS00,Fort Worth - Fuller
TS01,Georgetown - Landry
TS02,Jacksboro - Place
TS03,Walnut Springs - Bryant'S Landing
TS04,Del Rio Vista
TS05,Woodsboro - La
TS06,Dallas City
TS07,Cypress - Dry Creek
TS08,Ganado - Kubecka Aviation
TS09,Beaumont Baptist
TS10,Beaumont - Sheraton Spindletop Hotel
TS11,Campbell - Glenmar
TS12,Bay City - Enterprise Products 809
TS13,Garden City - Glass Ranch
TS14,De Leon - Smith Flying Service
TS15,Marfa - Cibolo Creek Ranch
TS17,Houston - Garage
TS18,Kingsland
TS20,Muenster - Joseph
TS21,Justiceburg - Roy Ranch
TS22,Post - Wwd Farms
TS23,Austin - Mgm
TS25,Wimberly - 4 S Ranch
TS26,Houston - The Huntingdon
TS27,Columbus - River
TS29,Eddy - Liberty Hill
TS30,Vernon - Wilbarger General Hospital
TS32,Waskom
TS35,Dayton - West
TS36,Fredricksburg - Silver Wings
TS37,Houston - Courthouse
TS39,Lockney - Sherman
TS40,Catarina - San Ysidro Ranch
TS41,Utopia - Waresville
TS42,San Antonio - Bexar
TS43,Palacios - Wagner
TS44,Pattison - Dry Branch Ranch
TS45,Pearland - Gulfcoast
TS46,Llano - Hopf
TS47,Floresville - Peeler
TS48,Sabine Pass Arco
TS49,Sour Lake - Station
TS50,Texas City - Austinia
TS51,Point Comfort - Formosa Plastics
TS52,Tomball
TS53,El Paso - Tecma
TS54,Pickton - Flying B
TS55,Garden Ridge - Bat Cave
TS56,Fort Worth - Ktvt Channel 11
TS57,Wharton - Giles Va Ranch
TS58,Denton Medical
TS61,Glen Rose - Little 'L' Ranch
TS62,Jayton - Norris
TS63,Mc Kinney - Square Air
TS65,San Angelo - Ducote
TS66,Lubbock Covenant
TS67,Garden Ridge - Kitty Hawk Flying
TS68,Harlingen - Vbmc
TS69,Hebbronville - Barronena
TS70,Corsicana - Deep Water Cove
TS71,Ovilla - Flying B Ranch
TS72,Gun Barrel City East
TS73,Fort Worth - Stubbs Strip
