icao,name
0KY0,Owenton - Owen Air Park
0KY1,Franklin - Arnemann Farms
0KY2,Monticello - Conley Bottom Resort
0KY3,Dry Ridge - Sharmark Aviation
0KY4,Jamestown - Russell County Ambulance
0KY5,Bowling Green - Boyce Wafer Farm
0KY6,Horse Cave - Caverna
0KY7,Clinton Hickman
0KY8,Manchester - Sky
0KY9,Paris - Bourbon Community Hospital
0L4,Goldfield - Lida Junction
0L7,Jean
0L9,Overton - Echo Bay
0LA0,Hackberry West
0LA1,Gonzales - Double H Ranch
0LA2,Gonzales - Don Babin Private
0LA3,Belcher Airpatch
0LA4,Vivian - North
0LA5,Grand Isle - Conoco Inc
0LA6,Scott - Harmon
0LA7,Grand Isle - Exxon
0LA8,Jonesboro - Jackson Parish Hospital
0LA9,Walker - Rebel
0LL0,Belvidere - Kaufield
0LL1,Jerseyville
0LL2,St. Augustine - Strip
0LL3,Jerseyville - Koenig
0LL4,La Salle - Flaherty
0LL5,St Joseph - Busboom
0LL6,Sandwich - Gord
0LL7,Sandwich - Valley
0LS0,Thibodaux - Theriot
0LS4,Bunkie - Buller
0LS5,Cankton - Stafford
0LS6,Morrow - Dufour
0LS7,New Roads - Morgan
0LS8,Woodlawn - Lonesome Dove
0LS9,Monroe - Huenefeld
0M0,Dumas - Billy Free
0M2,Tiptonville - Reelfoot Lake
0M3,Hohenwald - Paul Bridges
0M4,Camden - Benton County
0M5,Waverly - Humphreys County
0M8,Lake Providence - Byerley
0M9,Delhi
0MA1,Massachusetts General
0MA2,Leominster - Healthalliance Hospital
0MA3,Rehoboth - Reh
0MA4,Boston
0MA5,Brockton
0MA6,Boston - Wbz
0MA9,Westminster - Kyle
0MD0,Glen Burnie - Center
0MD1,Sudlersville - Taylor
0MD2,Cobb Island - Squier Landing
0MD3,Baltimore - Johns Hopkins Hospital
0MD4,Chestertown - Pond View Private
0MD6,Mount Airy - Walters
0MD7,Queenstown - Camp
0MD9,Prince Frederick - Center
0ME4,Otis - Peasley
0ME7,North Windham - Sebago Lake Basin
0MI0,West Branch - 2110
0MI1,Rochester - Lawler
0MI2,Glennie - Stier Airstrip
0MI3,Grayling - Kelleys
0MI4,Gwinn - Lesterson-Dempsey Airstrip
0MI5,Manistee Munson
0MI6,Hulbert - Young'S
0MI7,Carleton - Four Star
0MI8,Trenton - Center
0MI9,Detroit - Henry Ford Hospital
0MN0,St Paul Park - Winner'S Landing
0MN1,New Prague
0MN2,Sandstone - Grindstone Lake
0MN3,Jenkins - Lower Hay Lake
0MN4,Nisswa - Paul'S
0MN5,Tracy Sanford
0MN6,Crosslake - Gillespie
0MN7,Ely Bloomenson
0MN8,Stillwater - Keller
0MO0,Clinton - Ferros Ranch-Aero
0MO1,Creighton - Flying G
0MO2,Caledonia - Short-N-Ruff
0MO3,Freeman - Veach
0MO4,Kansas City - Bert Walter Berkowitz
0MO5,Edina - Joe D Lewis
0MO6,Hurdland - Harrison
0MO7,Lake Saint Louis
0MO8,Elsberry - Sloan'S
0MS0,Meridian - Topton Air Estates
0MS1,Meadville - Franklin
0MS2,Seminary - Morgan
0MS3,Oxford - Baptist Meml
0MS5,Leland - Lewis Air Service
0MS6,Pass Christian - Levert
0MS7,Pass Christian - Addison-Henley
0MS8,Benoit - Catfish Point
0MS9,Houston - Shenandoah Valley Farms
0MT1,Augusta - Williams
0MT2,Big Sandy Medical
0MT3,Hamilton - Stock Farm
0MT4,Hamilton - Kimp
0MT5,Laurel - Cottonwood
0MT6,Marion - Hanson
0MT7,Thompson Falls - Pinehurst Ranch
0MT9,Whitefish - Lone Hawk
0MU0,Ellington - Eagle
0MU1,Avilla - Sunderland
0MU2,Florissant - Christian Hospital Northeast
0MU3,Hannibal Rgnl Hospital
0MU4,Marceline - Slaughter
0MU5,Holden
0MU6,Higginsville - Bradbury-Rolf Meml
0MU7,Lone Jack - Lambs
0MU8,Millersville - Prince Stolport
0MU9,Fair Grove - Rpm
0MY1,Bozeman Deaconess
0N0,Liberty - Roosterville
0N4,Dover - Chandelle
0N5,Dover - Deldot Helistop
0NA1,Barney - Goerger
0NA5,Maddock - Sorlie
0NA9,Golva - Boyd
0NC0,Goldsboro - Inc
0NC1,Elon - Strip
0NC2,Pinehurst - Moore
0NC3,Plymouth - Washington County Hospital
0NC4,Raleigh - Wake Medical Center
0NC5,Rocky Mount - Nash General Hospital
0NC6,Scotland Neck - Our Community Hospital
0NC7,Madison - Lindsay
0NC8,Cleveland - Flying S Ranch
0NC9,Henderson - Hospital
0ND0,Flora - Gilbertson
0ND6,Hague - Schumacher Strip
0ND7,Hazelton - Saville Private
0NE0,Ashby - Merrihew
0NE1,Ashby - Runner Landing Area
0NE2,Ashby - Merry
0NE3,Syracuse Hospital
0NE4,Franklin County
0NE5,Big Springs - Newman
0NE6,Fairfield - Frager
0NE9,Utica - Flying V
0NH7,Dover - Leinsing
0NJ0,Atlantic City Medical
0NJ1,Bayville - Berkeley Township Police
0NJ2,Morristown - Ballymere
0NJ3,Mount Holly
0NJ4,Morris Plains - Weichert Headquarters
0NJ5,East Rutherford - Complex
0NJ6,Linwood - Dix
0NJ9,New Brunswick Jersey
0NK0,Cattaraugus - Berdick
0NK1,Central Square - Spring Brook
0NK2,Charlton - Westwind Farm
0NK3,Groveland - Seven Gullies
0NK4,Hempstead - Medical Center
0NK6,Marathon - Lapeer Flyer
0NK7,Armonk - King Street
0NK8,Attlebury - Rocky Reef Farm
0NK9,Chittenango - Lakeview
0NM0,Columbus Muni
0NM7,Reserve - Negrito Airstrip
0NV1,Las Vegas - Summerlin Medical Center
0NY0,North Creek - Bennetts
0NY1,Northumberland - Russell Fld
0NY2,Stony Point - Amar
0NY3,Ohio - Kermizian
0NY4,Kingston - Bridgeview
0NY6,New York Police
0NY7,Perth - Murphys Lndg Strip
0NY8,Perth - Wenskoski
0O2,Baker
0O4,Corning Muni
0O9,Gasquet - Ward
0OA2,Medina Cleveland
0OH1,Chagrin Falls - Binder
0OH2,Zoar - Rotary Run
0OH4,Troy - Center
0OH5,Butler - Freeman Swank
0OH6,Spring Valley - Fry
0OH7,Piqua - Apple
0OH8,Piqua - Fry
0OH9,Plain City - Parknavy Stolport
0OI0,East Canton - Foltz
0OI2,Greenfield - Unger
0OI3,Sandusky - Galloway
0OI4,Hiram - Salt Box
0OI6,Kingsville - Victor'S
0OI9,Lucasville - Hidden Quarry
0OK0,Edmond
0OK1,Elmore City - Mckey
0OK2,Bartlesville - Viskup Family
0OK3,Geary - Mckinley
0OK4,Coal Gate - Rock Creek Farm
0OK5,Guthrie - Chappell
0OK6,Guthrie - Ellis/Harvey
0OK7,Shattuck
0OK8,Marlow - Ramey 1
0OK9,Jennings - Crystal
0OR0,Medford - Providence Hospital
0OR3,Merrill - Long Ranch
0OR4,Metolius - Round Butte
0OR5,Eagle Point East
0OR6,Rome Service
0OR7,Monmouth - Marr
0OR8,White City - Sutton On Rogue
0OR9,Mount Hood - Hanel
0P1,Prairie View - Van Pak
0P2,Stewartstown - Shoestring Aviation
0P8,Dover - Lazy B Ranch
0PA0,Richfield Station
0PA1,Norristown - Phoenix Technologies
0PA2,Shermans Dale - Haunstein
0PA3,Troy - Robbins Farm
0PA4,Hummelstown - Ecko
0PA5,Franklin - Fisher
0PA6,Huntingdon - Hostetler
0PA7,Media - Linvill
0PA8,Scranton - Nap
0PA9,Perkasie - Carson
0PN0,Sheakeyville - Lakeview
0PN1,Freeport - Pete
0PN2,Slippery Rock - Flying Acres
0PN3,Collegeville - Pfizer
0PN4,New Bloomfield - Kitner
0PN5,Spartansburg - Nichols
0PN6,Three Springs - Memmi
0PN7,Newburg - Drillmore Acres
0PN8,Titusville - Shriver
0PN9,Titusville - Paul Personal Use
0PS0,Tylersburg - Frederick
0PS3,Carsonville
0PS4,Curwensville - Old Orchard
0PS5,East Bangor - Llc
0PS6,East Prospect - Herbst
0PS7,Elizabethville - Harman
0PS8,Erie - Garage
0PS9,Fairless Hills - Campus
0Q3,Schellville/Sonoma
0Q4,Selma
0Q5,Shelter Cove
0Q9,Sonoma Skypark
0R0,Columbia Marion
0R1,Atmore
0R2,Lincoln Muni
0R4,Vidalia - Concordia Parish
0R5,Winnfield - David G Joyce
0R6,Hampton Muni
0R7,Coushatta - The Red River
0S0,Lind
0S1,Meadow Creek
0S5,Nezperce
0S7,Oroville - Dorothy Scott
0S9,Port Townsend - Jefferson
0SD0,Glencross - Lenling
0SD1,Wakonda - Lodi
0SD2,Watertown - Prairie Lakes
0SD3,Hoover - Bledsoe Ranch
0SD4,Brookings Health
0SD6,Philip - Oasis Ranch
0SD7,Wanblee - Porch Ranch
0SD8,Vivian - Juhnke
0SD9,Custer - Crazy Horse
0TA0,Lamarque/Texas City - Mainland
0TA1,Texas West
0TA2,Halfway - Smith Farms
0TA3,Texas Methodist
0TA4,Kaufman - Erco
0TA5,Houston - Metro
0TA7,Marfa - Alta Vista Ranch
0TA8,Mason - B Flying Ranch
0TA9,Port Bolivar Houston
0TE0,Comstock - Robertson Ranch
0TE1,Corpus Christi - Meml
0TE2,Hurst Bell
0TE3,Houston - North
0TE4,Hilltop Lakes
0TE5,Laredo - Santa Maria Ranch
0TE6,Gorman
0TE7,Johnson City - Lbj Ranch
0TN0,Spring Hill - Buzzard
0TN1,Tullahoma - Tims Ford
0TN2,Greenback - Village
0TN3,Knoxville - Park
0TN4,Knoxville - Physicians Medical
0TN5,Murfreesboro - Donald
0TN6,Norris - Riner Farm
0TN7,Knoxville - Horne Properties
0TN8,Chattanooga - Erlanger Medical Center
0TN9,Knoxville East
0TS0,Hye
0TS1,Justin - Dooley
0TS2,Haslet - Ultralight
0TS4,Ledbetter - Ullrich
0TS5,Cleveland - Bass Breeze Ranch
0TS7,Mineral Wells - Flying U
0TS8,Mercedes - Flying 'K' Ranch
0TS9,Mclean - Mcclellan Creek
0TT8,"San Jose, Tinian - Dynasty"
0TX0,Granbury - Nassau Bay
0TX1,Granbury - Pecan Plantation
0TX2,Grand Prairie - Heliport-Facility 5A
0TX3,Carthage East
0TX4,Wellington - Mill Iron Ranch
0TX5,Flower Mound - Shiloh
0TX6,Seguin - Elm Creek
0TX7,Farmersville - Twisted Js
0TX8,Greenville - Jacobia
0TX9,Greenville - Card Aerodrome
0U0,Landmark
0U1,Lowman - Warm Springs Creek
0U2,Mackay - Copper Basin
0U3,Mahoney Creek
0U7,Carey - Hollow Top
0U8,May
0U9,Midvale - Lee Williams
0V3,Minden - Pioneer Village
0V4,Brookneal
0V7,Kayenta
0VA0,Warrenton - Rambo
0VA1,Bedford - Johnson Fox
0VA2,Iron Gate - Riverwood
0VA3,Manquin - Hunt
0VA4,Rocky Mount - Worley
0VA5,Richmond - Coffman
0VA6,Richmond - Pad
0VA7,Richmond - Flatrock Air Strip
0VA8,Mannboro - Jayarz
0VA9,Gloucester Court House - Handy Strip
0VG,Jonesville - Lee County
0VI1,Manquin - Brooklyn
0W0,Seattle Seaplanes
0W3,Churchville - Harford County
0W7,Bellingham - Floathaven
0WA0,Machias - Streamline
0WA1,Chehalis - Dwight
0WA2,Curtis
0WA3,Mt Vernon - Skagit Valley Hospital
0WA4,East Wenatchee - Macon
0WA5,Mount Vernon - Ware Mountain
0WA6,Edmonds
0WA7,Newman Lake - Shamrock Port
0WA9,Everett Naval
0WI0,Milwaukee - Center
0WI1,Comstock - Mort
0WI2,Monches - Doering Farms Airfield
0WI3,Elkhorn - Center
0WI4,Montello - Snow Crest Ranch
0WI5,Mondovi - Dog Run
0WI6,Platteville - Pickel Point
0WI7,Neenah - Halo
0WI8,Oconomowoc
0WI9,Oregon - Mc Manus Hoonch-Na-Shee-Kaw
0WN0,Sequim - Rucilla
0WN1,Selah - Shangri-La
0WN2,Kennewick - Coopers Landing
0WN4,Olympia
0WN5,North Cape - Potts
0WN8,Coeur D'Alene - Sheldon
0WN9,Omak - Wings For Christ
0WS7,Rockdale
0WY0,Freedom Air
0WY1,Basin - Dorsey Creek Ranch
0XA0,Paradise - Rnw
0XA1,Fort Mckavett - Kothmann Ranch
0XA2,Eagle Pass - Center
0XA3,Freeport Midstream
0XA4,Freer - Seven C'S Ranch
0XA5,Campbellton - 74 Ranch
0XA6,Lubbock - Fibertex Llc
0XA7,Georgetown - Bar 3 Ranch
0XA8,Dripping Springs - Ohho
0XA9,Mansfield Methodist
0XS0,Catarina - Diamond H Ranch
0XS1,El Campo - Rodgers Roost
0XS2,Sonora - John Fields Ranch
0XS3,Palacios South
0XS6,Spicewood - Lakeside Beach
0XS7,Spofford - Anacacho Ranch
0XS8,Spofford - Dunbar Ranch
0XS9,Bullard - French
0Y6,Lake Mills
10AK,Wasilla - Hunt Strip
10AR,White Hall - Hickory Ridge
10AZ,Buckeye - Farm Ag
10C,Greenwood/Wonder Lake - Galt
10CL,Costa Mesa - Centerport
10CN,St Helena Adventist
10CO,Mack
10CT,Bridgeport - Steel Pointe Harbor
10D,Winsted
10FA,Leesburg - Flying Baron Estates
10FD,Dunnellon - Seven Feathers
10FL,Marathon - Helistop
10G,Millersburg - Holmes County
10GA,Griffin - Beaverbrook Aerodrome
10IA,Waterloo - Flyers
10ID,Muldoon - Flat Top Airstrip
10II,Rensselaer Franciscan
10IL,Kankakee - Riverside Medical Center
10IN,Jasonville - Fence
10KS,Kansas City University
10KT,Kentucky Speedway
10KY,Elkton - Gills' Landing
10LA,Scott - Industrial Helicopters Inc
10LL,Chicago Police
10LS,Basile - Lejeune Aerial Applications
10MA,Ware - Beaver Lake
10ME,Lincoln - Pvh
10MI,Saginaw - Ascension St
10MO,Williamsburg - Flying V Ranch
10MT,Haxby - Hoolie
10MU,Neosho Freeman
10NC,Jackson - Johnston Farm
10ND,Halliday - Smith Strip
10NH,Hampstead - Clark
10NJ,Trenton - Helistop
10NK,Glens Falls
10NR,Monroe - Chs Union
10NV,Las Vegas - Hospital
10NY,Elizabethtown
10OH,Huron - Zoellner
10OK,Norman - Hickory Hills
10OR,Vernonia - Stevens Mountain
10PN,Philadelphia - One Meridian Plaza
10SC,Greenville - Hartness
10SD,Wanblee
10TE,Harwood - Gottwald
10TN,Lebanon - Flatwood
10TS,Laneville - 2C Ranch
10TT,Graham - Rosser Ranch
10TX,Ingleside - Smc Aerospace
10U,Owyhee
10UT,Hurricane - Gilbert Development Corp
10VA,Appomattox - Nashs
10VG,Portsmouth - Wavy Tv
10WA,Glenwood - Flying L
10WI,Pound - Buds Landing
10WY,Kaycee - Willow Creek Ranch
10X,Uvalde - Ox Ranch
10XA,Port Lavaca - Sterling
10XS,Brownwood - Ranch
11A,Clayton Muni
11AK,Delta Junction - Rocking T Ranch
11AL,Fort Novosel (Ozark) - Ech Stagefield Ahp
11AR,Hot Springs Chi
11AZ,Huachuca City - Whetstone
11C,Kalamazoo - Skyyharbour
11CA,Fowler - Turner
11CL,Adelanto - Hansen
11CN,Redding - Shasta
11CO,Fraser Middle
11FA,Homestead - Farms
11FD,Crestview - North
11FL,Middleburg - Williams
11GA,Rocky Face - Jennys Landing
11GE,Cumming - Apple 1
11IA,Hudson - Koch
11ID,Riggins - Elk Creek
11II,Himsel Army
11IL,Kankakee - St
11IN,Danville - Jr'S
11IS,Effingham - Hospital
11J,Onondaga - Gorilla
11K,Erie - Squadron
11KS,Winfield - Davis
11KY,Louisville - Southwest Hospital
11LA,Venice - Tiger Pass
11LL,Chenoa - Thacker
11LS,Glenmora - Jasmine Hill
11MA,Wareham - Bulljump
11MD,Salisbury - Tim
11MI,Leland Cove
11MN,Orono - Point
11MO,Williamsburg - Redgate Ranch
11MT,Shawmut - Lammers
11N,New Milford - Candlelight Farms
11NC,Youngsville - Sprint/Midatlantic Telecom
11NE,Harrison - Kaan
11NJ,Pluckemin - Southdown
11NK,Fort Plain - Hop House
11NR,Southport - Dosher
11NY,Millbrook - Johnson Landing Strip
11OA,Bremen - Hide-A-Way Hills Resort
11OG,Unity Apt
11OH,Washington Court House - Hospital
11OK,Edmond Ou
11OR,Bonanza - Nail Spring Ranch
11PA,Worcester
11PN,Cranberry - Eakin
11PR,Maunabo
11R,Brenham
11S,Sekiu
11TA,Winnsboro Christus
11TE,Grandview - Flying M Ranch
11TN,Mcminnville - Denney
11TS,Mexia - Ranch
11TT,Sonora - Rocking L
11TX,Sherman - Butler
11UT,Huntsville - Flying R
11V,Greeley - Easton/Valley View
11VA,Chesapeake
11VG,Oak Grove - Devil'S Reach Landing
11VT,Killington - Burke
11WA,Cheney - Homeport
11WI,Fulton - Fraundorfer
11WN,Lodi - Diedrich
11WY,Hulett - Thompson Creek Oilfield
11XA,Palestine - Briar Lakes Ranch
11XS,Pearland - Headquarters
11Y,Chilton - Flying Feathers
12A,Greenbrier - Arkavalley
12AL,Fort Novosel (Kirklands Crossroads) - Stagefield Ahp
12AR,Marvell - Gibbons
12AZ,Morristown - Ranta Strip
12CA,Lodi - Faber Vineyards
12CL,Stratford - Newton
12CN,Maxwell - Richter Aviation
12CO,Hotchkiss - Omega 1
12D,Tower
12FA,Merritt Island - Niazi
12FD,Kissimmee Hca
12FL,Orlando - Timberlachen
12G,Shelby Community
12GA,Snellville - Cntr
12GE,Riceboro - Harvest Lake
12I,Brookville
12IA,Lemars - Plueger
12ID,Salmon - Strip
12II,Centerville - Pentecost
12IL,Kankakee - Hawker
12IN,Darmstadt - J & S
12IS,Aledo - Genesis Medical Ctr
12J,Brewton
12JY,Pittstown - Clinton Elks Lodge
12K,Superior Muni
12KS,Sedgwick - Sooter
12KY,New Castle - John M Foree
12LA,Sulphur - Kml
12LL,Wolf Lake - Lambdins
12LS,Rayne - Hains Airstrip
12MA,Holliston - Mellen Street
12MD,Baltimore - Care
12ME,Searsmont - Ridgeview
12MI,Davison - John
12MN,Grand Rapids - Lily Lake
12MO,Windsor - Ferguson Farms
12MS,Mississippi
12MT,Hingham - Lincolns
12N,Andover - Aeroflex
12NC,Atlantic Mcolf
12ND,Burlington - Pietschtree Airstrip
12NE,Scottsbluff - Reisig Brothers
12NH,Sanbornton - Gile Pond
12NJ,Morris Plains - Honeywell
12NK,Westport
12NM,Columbus
12NR,Supply - Center
12NY,Richard Springs - Acres
12OA,Defiance Medical
12OH,Brookville - Mcgregor Airfield
12OK,Kingston - Flying M
12OR,Jordan Valley - Skinner Ranch
12PA,Gettysburg - Helicopter Applicators Inc
12PN,Philadelphia - 10 Monument
12PR,San Juan - Leon
12PS,Lewisville - Siple
12S,Monument Muni
12SC,Elgin - Over The Hill
12T,Ferris/Red Oak
12TA,Alvarado - Balentine Woodbine
12TE,Brady - Curtis Ranch
12TN,Kingston - Meadowlake
12TS,Mineral Wells - Blo
12TT,Gainesville - Farm
12TX,Bertram - Griffin
12UT,Moab - Red Annie Ranch
12V,Milton - Ona
12VA,Clifton Forge - Hop-Along
12WA,Spokane - Fowlers Nw 40
12WI,Medford Aspirus
12WT,Palouse - Walker
12WV,Hamlin - Crazy Horse
12WY,Burlington - Black Diamond
12XS,Butlerville - Mc Croskey
12Y,Le Sueur
13AK,Houston - Satterbergs
13AL,Fort Novosel (Ozark) - Hatch Ahp
13AR,Pine Bluff - Jrmc
13AZ,Tonopah - Waltenberry
13C,Lakeview
13CA,Lake Arrowhead - Usfs
13CL,Dixon - Maine Prairie
13CO,Steamboat Springs - Mann
13D,Highland - Ponderosa
13FA,Hastings - Earle
13FD,Lake Wales - Camp
13GA,Sylvester - Oak Ridge
13GE,Oak Park - Holt
13IA,Sabula - Hillside Stables
13ID,Stanley - Silva Ranch
13II,Fort Wayne - Center
13IL,Galena - Midwest Medical Center
13IN,Decatur - Gage
13K,Eureka - William M Milliken
13KS,Andover - Daniel'S Landing
13KY,Owensboro - Miles
13LS,Kaplan - Tee Brad'S
13M,Howell - Aeronut Park
13MA,Palmer - Metro
13ME,Rockwood - Socatean Bay
13MI,Dowagiac - Ascension Borgess Lee
13MN,Waconia - Ridgeview Medical Center
13MO,Lenox - Domeyer
13MS,Carriere - Greener Pastures
13MT,Kremlin - Sorenson
13NC,Pollocksville - Oak Grove Mcolf
13NE,Culbertson - Hock
13NH,Alton - Coffin Brook Landing
13NK,Pawling - Quaker Valley Farm
13NM,Silver City - Beaverhead Airstrip
13NR,Walnut Cove - Dusenbury
13NY,Stony Brook - Hosp
13OH,Piqua Kettering
13OI,Dover - Hospital
13OK,Mc Alester Hospital
13OR,Oakridge - Aubrey Mountain Airstrip
13PA,Tidioute - Rigrtona
13PN,Quakertown - Richland Acres Ultralightport
13Q,Apache Creek - Jewett Mesa
13R,Rangley - Kenney Reservoir
13S,Lake Louise
13TA,Texas Frisco
13TE,Bryan - Varisco
13TS,Oilton - Van Es Ranch
13TT,Mico - Sunset Ranch
13TX,Cleburne - Goatneck
13VG,Salem - May
13W,Stanwood - Camano Island
13WA,Orondo - Rocky Pond Airstrip
13WI,Markesan - Nowatzski
13WV,Mt. Hope - Reserve
13XA,Iredell - Flying 5B Ranch
13XS,Rockwall Presbyterian
13Y,Littlefork
13Z,Loring
14A,Mooresville - Lake Norman Airpark
14AK,Palmer - Four Corners
14AL,Fort Novosel (Hartford) - Highbluff Ahp
14AN,Anchor Point - For Buddies Only
14AR,Springdale Ach
14AZ,Green Valley - Ruby Star
14CA,Newport Beach - Presbyterian
14CL,Glendora - Foothill Presbyterian Hospital
14CO,Beulah - Good Pasture
14CT,Mashantucket - Mptn
14FA,Tallahassee - Kb Helo
14FD,Florida City - Helistop
14FL,Largo Hca
14G,Fremont
14GA,Gainesville - Latham Creek
14GE,Trenton - Stakely
14IA,Armstrong - East River
14ID,Boise - Peaceful Cove
14IL,Mendota - Center
14IN,Elkhart General
14IS,Du Quoin - Marshall Browning Hospital
14J,Elba - Carl Folsom
14KS,Parker - Port
14KY,Paris - Blue Haven Farm
14L,Los Angeles - Devonshire Area
14LA,Independence - Serenity
14LL,Melrose Park - Gottlieb
14M,Hollandale
14MA,South Hadley - Kevins Seaport
14ME,Monmouth - Larry'S Cove
14MI,Dutton - East-West
14MN,Aitkin - Riverwood Healthcare Center
14MO,Flemington - Arrow
14MS,Hickory - Rose
14MT,Gildford - Sandy Rock
14N,Lehighton - Beltzville
14NC,Holly Ridge - Camp Davis Mcolf
14ND,Reeder - Hagen
14NE,Aurora - Aaron
14NH,Keene - Cheshire Medical Center
14NJ,Rio Grande - Farm
14NK,Kingsbury - Mountain View
14NY,Melville - Windy'S
14OH,Kenton - Heilman
14OI,Pleasant Home
14OK,Atwood Helipad
14OR,Powell Butte - Biak Training Center
14PA,Pottstown - Dimascio
14PR,Rio Grande - Llc
14PS,Quarryville - Hideaway
14S,Westport
14SC,Sunset - Keowee Reserve
14SN,Topeka - Colmery-O'Neil Vamc
14TA,Iowa Park - Windy Hill
14TE,Hext - Smith I-Ranch
14TN,Memphis - News Channel 3
14TS,Realitos - O S Wyatt
14TT,Canadian - Mathers
14TX,Dripping Springs - Keyes Ranch
14UT,Lehi - Westlake Emergency Center
14VA,Hillsboro - Krens Farm
14VG,Farmville - Abilene
14WA,Olympia - Lz Ranch
14WI,New Richmond - Cylon
14WS,Stone Lake - Gillette'S Lakewood Lodge
14WV,Linwood - World
14XA,Sherman - Frog Pond
14XS,Davilla - Isbell Ranch
14Y,Long Prairie - Todd
15A,Creola - Mark Reynolds North
15AK,Cantwell - Golden
15AL,Fort Novosel (Hartford) - Highfalls Stagefield Ahp
15AR,Brickeys - Taylor
15AZ,Show Low - Aero Products
15CA,Palo Alto - Stanford Health Care
15CL,Merced - Hunt Farms
15CN,Hanford Adventist
15CO,Englewood - Swedish Medical Center
15F,Haskell Muni
15FA,Okeechobee - Amistad Ranch
15FD,Ft Myers - Winkler Helistop
15FL,Lake City - Cannon Creek
15G,Wadsworth - Weltzien Skypark
15GA,Kite - Darla'S
15IA,Bellvue - Stella
15ID,Coeur D'Alene - Scanlon
15II,Lafayette - Findlay
15IL,Franklin Grove - Farms
15IN,New Harmony - Bugtown
15J,Adel - Cook County
15KS,Emporia - Sickler Airstrip
15KT,Manchester - Ae109
15KY,Frankfort Medical
15LA,Shreveport - Willis Knighton
15LL,Tiskilwa - Cloverleaf Ranch
15LS,New Iberia Port
15M,Iuka - Segars
15MA,Gosnold - Canapitsit
15ME,North Yarmouth - Eagle
15MI,Fraser - Grant Pad
15MN,Watkins - Tyler
15MO,Holts Summit - Monte Carlo
15MT,Lustre - Saubak
15N,Wyoming - Jenkins
15NC,Ahoskie - Dragonfly
15NE,Upland - Sindt
15NH,Nashua
15NJ,Belford - Werner
15NK,Sardinia - Knox Landing
15NR,Wadesboro - Anson Hospital
15OH,Dennison - Twin
15OK,Randlett - Stoner
15OR,Warrenton - Camp Rilea Ahp
15PA,Prompton - Cavage Personal Use
15PN,Reading - Metro
15PR,Lares - Castaner
15PS,West Grove - Jennersville Hospital
15SC,Greenville Meml
15SD,Watertown - Brownlee
15TA,Briggs - J R Ranch
15TE,High Island
15TN,Kingsport - Center
15TT,Lucas - Aeroplex
15TX,Sadler - Flying J
15UT,Morgan - Field
15VA,Warrenton - Fox Acres
15WA,Stanwood - Oomrang Air
15WI,Oregon - Peterson
15WV,Berkeley Springs - War Meml Hospital
15XA,Johnson City - Hauptrief
15XS,Liverpool - Toy
16AK,Wasilla - Gattis Strip
16AL,Fort Novosel (Ozark) - Hooper Stagefield Ahp
16AR,Springfield - Heifer Creek Ranch
16AZ,Skull Valley - Yav'Pe Ma'Ta
16CA,San Francisco - Police Pistol Range
16CL,Angels Camp - Center
16CO,Parachute - Dry Pen
16D,Perham Muni
16DE,Wilmington - Hospital
16FA,Ochopee - Little Deer
16FD,Crescent City - Skinners Wholesale Nursery
16FL,Milton - J-22 Ranch
16G,Tiffin - Seneca County
16GA,Marietta - Galleria
16IA,Coon Rapids - Stangl
16ID,Montpelier - Helipad
16II,San Pierre - Harrington
16IL,Kirkland - Harold Bunger
16IN,Evansville - Deaconess Hospital
16IS,Goreville - Kellums
16J,Dawson Muni
16K,Port Alice
16KS,Independence - Harmony Valley
16KY,Walton Ucmc
16LA,Cade - Arrow Aviation Company
16LL,Bull Valley - Oak Landing
16LS,Prairieville - Evan
16MA,Lawrence General
16MD,North East - High Valley
16ME,Presque Isle - Ar Gould Hospital
16MI,Gaines - Barnstormers 5
16MN,Remer City
16MO,Beaufort - Findley
16MS,Iuka
16MT,Roberts - Bangart
16NC,Edenton - Lee
16ND,Bismarck - Kalberer
16NE,Panama - Korver
16NH,Meredith - Bossey'S
16NJ,Island Heights - Hummel
16NK,Walton - Delaware Valley Hospital
16NY,Fort Edward - Papp
16OI,Greenville - Trump
16OK,Hydro - Entz Arts
16PA,Eighty Four - Gregg
16PN,Oakdale Ahp
16S,Myrtle Creek Muni
16SC,Cross Anchor - Horseshoe Landing
16SD,Madison Community
16TA,Toyahvale - Seven Springs
16TE,Hawkins - Holly Lake Ranch
16TN,Fayetteville - Inc
16TS,Tyler - Pineridge
16TT,Normangee - 16 L Ranch
